Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Sunil Mittal & family,10.5,India,telecom,213,63,"Delhi, India",India,Married,3,"Bachelor of Arts/Science, Punjab University",TRUE
"Edward Johnson, III.",10.3,United States,money management,219,90,"Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Harvard University",FALSE
Philip Anschutz,10.1,United States,investments,224,81,"Denver, Colorado",United States,Married,3,"Bachelor of Arts/Science, University of Kansas",FALSE
Jay Chaudhry,10,United States,security software,228,61,"Reno, Nevada",United States,Married,3,,TRUE
"Herbert Kohler, Jr. & family",9.8,United States,plumbing fixtures,232,82,"Kohler, Wisconsin",United States,Married,3,"Bachelor of Arts/Science, Yale University",FALSE
Tobi Lutke,9.8,Canada,e-commerce,232,40,"Ottawa, Canada",Canada,Married,3,,TRUE
James Dyson,9.7,United Kingdom,vacuums,234,74,"Gloucestershire, United Kingdom",United Kingdom,Married,3,,TRUE
Friedhelm Loh,9.7,Germany,manufacturing,234,74,"Haiger, Germany",Germany,Married,3,,FALSE
Quek Leng Chan,9.7,Malaysia,"banking, property",234,79,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"LLB, Middle Temple",FALSE
Israel Englander,9.6,United States,hedge funds,241,72,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, New York University",TRUE
Jim Pattison,9.6,Canada,diversified,241,92,"Vancouver, Canada",Canada,Married,3,,TRUE
Jim Kennedy,9.4,United States,"media, automotive",247,73,"Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, University of Denver",FALSE
Wolfgang Marguerre & family,9.1,Germany,pharmaceuticals,256,79,"Heidelberg, Germany",Germany,Married,3,,TRUE
Guillaume Pousaz,9,Switzerland,fintech,262,39,,Switzerland,Married,3,,TRUE
Jerry Jones,8.9,United States,Dallas Cowboys,264,78,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",TRUE
Steven Rales,8.9,United States,manufacturing,264,70,"Santa Barbara, California",United States,Married,3,"Law Degree, American University; Bachelor of Arts/Science, DePauw University",TRUE
Kjeld Kirk Kristiansen,8.7,Denmark,Lego,274,73,"Billund, Denmark",Denmark,Married,3,"Bachelor of Arts/Science, Aarhus Business School; Master of Business Administration, International Institute for Management and Development",FALSE
Carlos Alberto Sicupira & family,8.7,Brazil,beer,274,73,"St. Gallen, Switzerland",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",TRUE
Ernesto Bertarelli,8.6,Switzerland,"biotech, investments",288,55,"Gstaad, Switzerland",Switzerland,Married,3,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Harvard University",FALSE
Alain Merieux & family,8.2,France,pharmaceuticals,304,83,"Lyon, France",France,Married,3,,FALSE
Anthony Bamford & family,7.9,United Kingdom,construction equipment,311,75,"Gloucestershire, United Kingdom",United Kingdom,Married,3,"Bachelor of Arts/Science, Grenoble University",FALSE
Dmitry Bukhman,7.9,Russia,online games,311,35,"London, United Kingdom",Russia,Married,3,"Master of Science, Vologda State Pedagogical University",TRUE
Igor Bukhman,7.9,Russia,online games,311,39,"London, United Kingdom",Russia,Married,3,"Master of Science, Vologda State Pedagogical University",TRUE
Alexei Kuzmichev,7.8,Russia,"oil, banking, telecom",316,58,"London, United Kingdom",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",TRUE
Pamela Mars,7.8,United States,"candy, pet food",316,60,"Alexandria, Virginia",United States,Married,3,"Bachelor of Arts/Science, Vassar College",FALSE
Alexander Abramov,7.6,Russia,"steel, mining",327,62,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of Physics and Technology",TRUE
David Green & family,7.6,United States,retail,327,79,"Oklahoma City, Oklahoma",United States,Married,3,"Diploma, High School",TRUE
Sandra Ortega Mera,7.3,Spain,Zara,344,52,"La Coruna, Spain",Spain,Married,3,,FALSE
Pham Nhat Vuong,7.3,Vietnam,diversified,344,52,"Hanoi, Vietnam",Vietnam,Married,3,,TRUE
David Shaw,7.3,United States,hedge funds,344,70,"New York, New York",United States,Married,3,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, San Diego",TRUE
Michael Kadoorie,7.2,Hong Kong,"hotels, energy",352,79,"Hong Kong, Hong Kong",Hong Kong,Married,3,,FALSE
Bernard Marcus,7.2,United States,Home Depot,352,91,"Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, Rutgers University",TRUE
Manuel Villar,7.2,Philippines,real estate,352,71,"Manila, Philippines",Philippines,Married,3,,TRUE
Ralph Lauren,7.1,United States,apparel,358,81,"New York, New York",United States,Married,3,"Drop Out, City University of New York City College; Diploma, High School",TRUE
Magdalena Martullo-Blocher,7.1,Switzerland,chemicals,358,52,"Feldmeilen, Switzerland",Switzerland,Married,3,,FALSE
Johann Rupert & family,7.1,South Africa,luxury goods,358,70,"Cape Town, South Africa",South Africa,Married,3,,FALSE
Anthony Wood,7.1,United States,Roku,358,55,"Palo Alto, California",United States,Married,3,"Bachelor of Science in Engineering, Texas A&M University",TRUE
Guo Guangchang,6.9,China,conglomerate,380,54,"Shanghai, China",China,Married,3,"Bachelor of Arts/Science, Fudan University; Master of Business Administration, Fudan University",TRUE
Erich Wesjohann & family,6.8,Germany,poultry genetics,384,75,"Visbek, Germany",Germany,Married,3,,TRUE
Francis Choi,6.6,Hong Kong,real estate,400,73,"Hong Kong, Hong Kong",Hong Kong,Married,3,,TRUE
Bruce Kovner,6.6,United States,hedge funds,400,76,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University",TRUE
James Goodnight,6.5,United States,software,404,78,"Cary, North Carolina",United States,Married,3,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University",TRUE
John Overdeck,6.5,United States,hedge funds,404,51,"Millburn, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University",TRUE
Prajogo Pangestu,6.5,Indonesia,petrochemicals,404,76,"Jakarta, Indonesia",Indonesia,Married,3,,FALSE
Ronda Stryker,6.5,United States,medical equipment,404,67,"Portage, Michigan",United States,Married,3,"Bachelor of Arts/Science, University of Northern Colorado; Master of Arts, Western Michigan University",FALSE
Ashwin Dani & family,6.3,India,paints,421,78,"Mumbai, India",India,Married,3,"Bachelor of Arts/Science, Bombay University; Master of Science, University of Akron",FALSE
Andreas Halvorsen,6.3,Norway,hedge funds,421,60,"Darien, Connecticut",Norway,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Williams College",TRUE
Murat Ulker,6.3,Turkey,food,421,62,"Istanbul, Turkey",Turkey,Married,3,"Bachelor of Arts/Science, Bogazici University",FALSE
Law Kar Po,6.1,Hong Kong,real estate,440,72,"Hong Kong, Hong Kong",Hong Kong,Married,3,,FALSE
Henry Samueli,6.1,United States,semiconductors,440,66,"Newport Beach, California",United States,Married,3,"Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",TRUE
Judy Faulkner,6,United States,health IT,451,77,"Madison, Wisconsin",United States,Married,3,"Bachelor of Arts/Science, Dickinson College; Master of Science, University of Wisconsin",TRUE
Frits Goldschmeding,6,Netherlands,temp agency,451,87,"Amsterdam, Netherlands",Netherlands,Married,3,"Doctorate, Free University of Amsterdam",TRUE
John A. Sobrato & family,6,United States,real estate,451,81,"Atherton, California",United States,Married,3,"Bachelor of Arts/Science, Santa Clara University",TRUE
Ronald Wanek,6,United States,furniture,451,79,"Saint Petersburg, Florida",United States,Married,3,"High School Graduate, High School",TRUE
Chan Laiwa & family,5.8,China,real estate,476,80,"Beijing, China",China,Married,3,"Doctorate, Savannah College of Art and Design",TRUE
George Kaiser,5.8,United States,"oil & gas, banking",476,78,"Tulsa, Oklahoma",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University",FALSE
Ananda Krishnan,5.8,Malaysia,"telecoms, media, oil-services",476,83,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Melbourne University",TRUE
Tom Gores,5.7,United States,private equity,486,56,"Beverly Hills, California",United States,Married,3,"Bachelor of Arts/Science, Michigan State University",TRUE
Emanuele (Lino) Saputo & family,5.7,Canada,cheese,486,84,"Montreal, Canada",Canada,Married,3,"Diploma, High School",FALSE
Hasmukh Chudgar & family,5.5,India,pharmaceuticals,502,87,"Ahmedabad, India",India,Married,3,,TRUE
Ken Fisher,5.5,United States,money management,502,70,"Camas, Washington",United States,Married,3,"Bachelor of Arts/Science, Humboldt State University",TRUE
Jude Reyes,5.5,United States,food distribution,502,65,"Palm Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Wofford College",TRUE
"Edward Roski, Jr.",5.5,United States,real estate,502,82,"Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, University of Southern California",FALSE
Pyotr Aven,5.3,Russia,"oil, banking, telecom",529,66,"Moscow, Russia",Russia,Married,3,"Ph.D, Moscow State University",TRUE
Luiza Helena Trajano,5.3,Brazil,retail chain,529,69,"Sao Paulo, Brazil",Brazil,Married,3,,FALSE
Sam Zell,5.3,United States,"real estate, private equity",529,79,"Chicago, Illinois",United States,Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",TRUE
Frank Lowy,5.2,Australia,shopping malls,539,90,"Tel Aviv, Israel",Australia,Married,3,,TRUE
Joe Mansueto,5.2,United States,investment research,539,64,"Chicago, Illinois",United States,Married,3,"Bachelor of Arts/Science, University of Chicago",TRUE
Bernard Broermann,5,Germany,hospitals,561,77,"Koenigstein, Germany",Germany,Married,3,"Master of Business Administration, Harvard University",TRUE
Jason Chang,5,Singapore,electronics,561,77,"Taipei, Taiwan",Singapore,Married,3,"Bachelor of Arts/Science, National Taiwan University",TRUE
Vikram Lal & family,5,India,motorcycles,561,79,"Delhi, India",India,Married,3,,FALSE
Yasumitsu Shigeta,4.9,Japan,mobile phone retailer,574,56,"Tokyo, Japan",Japan,Married,3,"Drop Out, Nihon University",TRUE
Ted Lerner & family,4.8,United States,real estate,589,95,"Chevy Chase, Maryland",United States,Married,3,"Associate in Arts/Science, George Washington University; LLB, George Washington University",TRUE
Yuri Milner,4.8,Israel,tech investments,589,59,"Los Altos, California",Israel,Married,3,"Bachelor of Arts/Science, Moscow State University; Drop Out, University of Pennsylvania, The Wharton School",TRUE
M.A. Yusuff Ali,4.8,India,retail,589,65,"Abu Dhabi, United Arab Emirates",India,Married,3,,TRUE
Nathan Kirsh,4.7,Eswatini (Swaziland),"retail, real estate",608,89,"Ezulwini, Eswatini (Swaziland)",Eswatini (Swaziland),Married,3,"Bachelor of Arts/Science, University of Witwatersrand",TRUE
Ken Langone,4.7,United States,investments,608,85,"Sands Point, New York",United States,Married,3,"Bachelor of Arts/Science, Bucknell University; Master of Business Administration, Leonard N. Stern School of Business",TRUE
Oleg Tinkov,4.7,Russia,banking,608,53,"Moscow, Russia",Russia,Married,3,"Diploma, University of California, Berkeley",TRUE
Bert Beveridge,4.6,United States,vodka,622,59,"Austin, Texas",United States,Married,3,"Bachelor of Arts/Science, University of Texas at Austin",TRUE
Chen Lip Keong,4.6,Malaysia,"casinos, property, energy",622,73,"Phnom Penh, Cambodia",Malaysia,Married,3,"Medical Doctor, University of Malaya",TRUE
Vladimir Kim,4.6,Kazakhstan,mining,622,60,"Almaty, Kazakhstan",Kazakhstan,Married,3,,TRUE
Abhay Vakil & family,4.6,India,paints,622,70,"Mumbai, India",India,Married,3,"Bachelor of Arts/Science, Bombay University; Bachelor of Arts/Science, Syracuse University",FALSE
Andre Esteves,4.5,Brazil,banking,638,52,"Sao paulo, Brazil",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",TRUE
Friedrich Knapp,4.5,Germany,fashion retail,638,70,"Brunswick, Germany",Germany,Married,3,,TRUE
Thomas Pritzker,4.5,United States,"hotels, investments",638,70,"Chicago, Illinois",United States,Married,3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, University of Chicago; Master of Business Administration, University of Chicago",FALSE
Orlando Bravo,4.4,United States,private equity,655,50,"Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",TRUE
Mark Cuban,4.4,United States,"online media, Dallas Mavericks",655,62,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, Indiana University",TRUE
Erman Ilicak,4.4,Turkey,construction,655,53,"Ankara, Turkey",Turkey,Married,3,,TRUE
Rakesh Jhunjhunwala,4.3,India,investments,665,60,"Mumbai, India",India,Married,3,"B.Com, Bombay University; Chartered Accountant, The Institute of Chartered Accountants of India",TRUE
Eric Lefkofsky,4.3,United States,Groupon,665,51,"Glencoe, Illinois",United States,Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",TRUE
Pawan Munjal & family,4.3,India,motorcycles,665,67,"Delhi, India",India,Married,3,,FALSE
Antony Ressler,4.3,United States,finance,665,59,"Los Angeles, California",United States,Married,3,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Georgetown University",TRUE
Scott Cook,4.2,United States,software,680,68,"Woodside, California",United States,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Southern California",TRUE
Leonard Stern,4.2,United States,real estate,680,83,"New York, New York",United States,Married,3,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University",FALSE
Cho Tak Wong,4.1,Hong Kong,auto parts,705,74,"Fuqing, China",Hong Kong,Married,3,,TRUE
Masatoshi Ito,4,Japan,retail,727,97,"Tokyo, Japan",Japan,Married,3,,TRUE
Igor Kesaev,4,Russia,"tobacco distribution, retail",727,54,"Moscow, Russia",Russia,Married,3,"Bachelor of Arts/Science, Moscow Institute of International Relations",TRUE
Akira Mori & family,4,Japan,real estate,727,84,"Tokyo, Japan",Japan,Married,3,,FALSE
Ira Rennert,4,United States,investments,727,86,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",TRUE
Michal Solowow,4,Poland,investments,727,58,"Kielce, Poland",Poland,Married,3,,TRUE
Jeff Greene,3.9,United States,"real estate, investments",752,66,"Palm Beach, Florida",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Johns Hopkins University",TRUE
Kuan Kam Hon & family,3.9,Malaysia,synthetic gloves,752,73,"Kuala Lumpur, Malaysia",Malaysia,Married,3,,TRUE
"Stephen Mandel, Jr.",3.9,United States,hedge funds,752,65,"Greenwich, Connecticut",United States,Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter",TRUE
Wu Zhigang & family,3.9,China,bakery chain,752,86,"Shenyang, China",China,Married,3,,TRUE
Gao Dekang & family,3.8,China,apparel,775,69,"Changshu, China",China,Married,3,"EMBA, Phoenix International University",TRUE
"Amos Hostetter, Jr.",3.8,United States,cable television,775,84,"Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",TRUE
Clive Palmer,3.8,Australia,mining,775,67,"Brisbane, Australia",Australia,Married,3,,TRUE
Karsanbhai Patel,3.8,India,consumer goods,775,77,"Ahmedabad, India",India,Married,3,,TRUE
Donald Sterling,3.8,United States,real estate,775,87,"Beverly Hills, California",United States,Married,3,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",TRUE
Michael Milken,3.7,United States,investments,807,74,"Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE
Jeff Rothschild,3.7,United States,Facebook,807,66,"Palo Alto, California",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",TRUE
